Stationsname;Stationsnummer;Messortname;Name der Zeitzone;Langname;Name Verwaltungseinheit;Vorgänger;Nachfolger;Stationsausprägung
Kleeberg;UR1206-Q1052;Erstfeld;W. Europe Standard Time;Kleeberg;Uri;;;GW_STATION_HAND|GW_STATION
Riedstafel;UR1206-Q1053;Erstfeld;W. Europe Standard Time;Riedstafel;Uri;;;GW_STATION_HAND|GW_STATION
Riedberg;UR1206-Q1054;Erstfeld;W. Europe Standard Time;Riedberg;Uri;;;GW_STATION_HAND|GW_STATION
Riedberg;UR1206-Q1055;Erstfeld;W. Europe Standard Time;Riedberg;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1206-Q1056;Erstfeld;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Hoferli;UR1206-Q1057;Erstfeld;W. Europe Standard Time;Hoferli;Uri;;;GW_STATION_HAND|GW_STATION
Hinter Wiler;UR1206-Q1058;Erstfeld;W. Europe Standard Time;Hinter Wiler;Uri;;;GW_STATION_HAND|GW_STATION
Schopfen;UR1206-Q1059;Erstfeld;W. Europe Standard Time;Schopfen;Uri;;;GW_STATION_HAND|GW_STATION
Ribiberg;UR1206-Q1060;Erstfeld;W. Europe Standard Time;Ribiberg;Uri;;;GW_STATION_HAND|GW_STATION
Ribiberg;UR1206-Q1061;Erstfeld;W. Europe Standard Time;Ribiberg;Uri;;;GW_STATION_HAND|GW_STATION
Wassertalblätz;UR1206-Q1062;Erstfeld;W. Europe Standard Time;Wassertalblätz;Uri;;;GW_STATION_HAND|GW_STATION
Wassertalblätz;UR1206-Q1063;Erstfeld;W. Europe Standard Time;Wassertalblätz;Uri;;;GW_STATION_HAND|GW_STATION
Krönten-Hütte;UR1206-Q1064;Erstfeld;W. Europe Standard Time;Krönten-Hütte;Uri;;;GW_STATION_HAND|GW_STATION
Schattig Boden;UR1206-Q1065;Erstfeld;W. Europe Standard Time;Schattig Boden;Uri;;;GW_STATION_HAND|GW_STATION
Sulzwald;UR1206-Q1066;Erstfeld;W. Europe Standard Time;Sulzwald;Uri;;;GW_STATION_HAND|GW_STATION
Matt;UR1206-Q1067;Erstfeld;W. Europe Standard Time;Matt;Uri;;;GW_STATION_HAND|GW_STATION
Unterhalb Matt;UR1206-Q1068;Erstfeld;W. Europe Standard Time;Unterhalb Matt;Uri;;;GW_STATION_HAND|GW_STATION
Unterhalb Matt;UR1206-Q1069;Erstfeld;W. Europe Standard Time;Unterhalb Matt;Uri;;;GW_STATION_HAND|GW_STATION
Noflenberg;UR1206-Q1070;Erstfeld;W. Europe Standard Time;Noflenberg;Uri;;;GW_STATION_HAND|GW_STATION
Rüteli;UR1206-Q1071;Erstfeld;W. Europe Standard Time;Rüteli;Uri;;;GW_STATION_HAND|GW_STATION
Bodenberg;UR1206-Q1072;Erstfeld;W. Europe Standard Time;Bodenberg;Uri;;;GW_STATION_HAND|GW_STATION
Ellbogen;UR1206-Q1073;Erstfeld;W. Europe Standard Time;Ellbogen;Uri;;;GW_STATION_HAND|GW_STATION
Bodenberg;UR1206-Q1074;Erstfeld;W. Europe Standard Time;Bodenberg;Uri;;;GW_STATION_HAND|GW_STATION
Bodenberg;UR1206-Q1075;Erstfeld;W. Europe Standard Time;Bodenberg;Uri;;;GW_STATION_HAND|GW_STATION
Stutz / Oberberg;UR1206-Q1076;Erstfeld;W. Europe Standard Time;Stutz / Oberberg;Uri;;;GW_STATION_HAND|GW_STATION
Restiberg;UR1206-Q1077;Erstfeld;W. Europe Standard Time;Restiberg;Uri;;;GW_STATION_HAND|GW_STATION
Hasenrüteli;UR1206-Q1078;Erstfeld;W. Europe Standard Time;Hasenrüteli;Uri;;;GW_STATION_HAND|GW_STATION
Mettlen;UR1206-Q1079;Erstfeld;W. Europe Standard Time;Mettlen;Uri;;;GW_STATION_HAND|GW_STATION
Noflenberg;UR1206-Q1080;Erstfeld;W. Europe Standard Time;Noflenberg;Uri;;;GW_STATION_HAND|GW_STATION
Ängi;UR1206-Q1081;Erstfeld;W. Europe Standard Time;Ängi;Uri;;;GW_STATION_HAND|GW_STATION
Ängi;UR1206-Q1082;Erstfeld;W. Europe Standard Time;Ängi;Uri;;;GW_STATION_HAND|GW_STATION
Eifrutt;UR1206-Q1083;Erstfeld;W. Europe Standard Time;Eifrutt;Uri;;;GW_STATION_HAND|GW_STATION
Schattig Teler / Helltal;UR1206-Q1084;Erstfeld;W. Europe Standard Time;Schattig Teler / Helltal;Uri;;;GW_STATION_HAND|GW_STATION
Schattig Teler / Helltal;UR1206-Q1085;Erstfeld;W. Europe Standard Time;Schattig Teler / Helltal;Uri;;;GW_STATION_HAND|GW_STATION
Steiner / Hellberg;UR1206-Q1086;Erstfeld;W. Europe Standard Time;Steiner / Hellberg;Uri;;;GW_STATION_HAND|GW_STATION
Sagerberg;UR1206-Q1087;Erstfeld;W. Europe Standard Time;Sagerberg;Uri;;;GW_STATION_HAND|GW_STATION
Nollen ob Bitzi;UR1206-Q5001;Erstfeld;W. Europe Standard Time;Nollen ob Bitzi;Uri;;;GW_STATION_HAND
Gross Wyti;UR1206-Q5002;Erstfeld;W. Europe Standard Time;Gross Wyti;Uri;;;GW_STATION_HAND
Bruusttal, Schwandiberg;UR1206-Q5003;Erstfeld;W. Europe Standard Time;Bruusttal, Schwandiberg;Uri;;;GW_STATION_HAND
Brunnenberg-Bach;UR1206-Q5004;Erstfeld;W. Europe Standard Time;Brunnenberg-Bach;Uri;;;GW_STATION_HAND
Streueriss;UR1206-Q5005;Erstfeld;W. Europe Standard Time;Streueriss;Uri;;;GW_STATION_HAND
Schattig Teler / Helltal;UR1206-Q5006;Erstfeld;W. Europe Standard Time;Schattig Teler / Helltal;Uri;;;GW_STATION_HAND
Riedberg;UR1206-Q5007;Erstfeld;W. Europe Standard Time;Riedberg;Uri;;;GW_STATION_HAND
Adermanig Stutz (unterhalb);UR1207-Q1001;Flüelen;W. Europe Standard Time;Adermanig Stutz (unterhalb);Uri;;;GW_STATION_HAND|GW_STATION
Adermanig Stutz (unterhalb);UR1207-Q1002;Flüelen;W. Europe Standard Time;Adermanig Stutz (unterhalb);Uri;;;GW_STATION_HAND|GW_STATION
Pfaffigstein;UR1207-Q1003;Flüelen;W. Europe Standard Time;Pfaffigstein;Uri;;;GW_STATION_HAND|GW_STATION
Butzigried Stutz;UR1207-Q1004;Flüelen;W. Europe Standard Time;Butzigried Stutz;Uri;;;GW_STATION_HAND|GW_STATION
Unter Bann;UR1207-Q1005;Flüelen;W. Europe Standard Time;Unter Bann;Uri;;;GW_STATION_HAND|GW_STATION
Findling;UR1207-Q1006;Flüelen;W. Europe Standard Time;Findling;Uri;;;GW_STATION_HAND|GW_STATION
Guggeregg;UR1207-Q1007;Flüelen;W. Europe Standard Time;Guggeregg;Uri;;;GW_STATION_HAND|GW_STATION
Butzigried Stutz;UR1207-Q1008;Flüelen;W. Europe Standard Time;Butzigried Stutz;Uri;;;GW_STATION_HAND|GW_STATION
Butzigried Stutz;UR1207-Q1009;Flüelen;W. Europe Standard Time;Butzigried Stutz;Uri;;;GW_STATION_HAND|GW_STATION
Butzigried Stutz;UR1207-Q1010;Flüelen;W. Europe Standard Time;Butzigried Stutz;Uri;;;GW_STATION_HAND|GW_STATION
Unter Zeissig Brunnen;UR1207-Q1011;Flüelen;W. Europe Standard Time;Unter Zeissig Brunnen;Uri;;;GW_STATION_HAND|GW_STATION
Ober Zeissig Brunnen;UR1207-Q1012;Flüelen;W. Europe Standard Time;Ober Zeissig Brunnen;Uri;;;GW_STATION_HAND|GW_STATION
Bodmi (Süd);UR1207-Q1013;Flüelen;W. Europe Standard Time;Bodmi (Süd);Uri;;;GW_STATION_HAND|GW_STATION
Bodmi (Mauer);UR1207-Q1014;Flüelen;W. Europe Standard Time;Bodmi (Mauer);Uri;;;GW_STATION_HAND|GW_STATION
Bodmi (Süd);UR1207-Q1015;Flüelen;W. Europe Standard Time;Bodmi (Süd);Uri;;;GW_STATION_HAND|GW_STATION
Bodmi (Süd);UR1207-Q1016;Flüelen;W. Europe Standard Time;Bodmi (Süd);Uri;;;GW_STATION_HAND|GW_STATION
Bodmi (Nord);UR1207-Q1017;Flüelen;W. Europe Standard Time;Bodmi (Nord);Uri;;;GW_STATION_HAND|GW_STATION
Bodmi (Plätzquelle);UR1207-Q1018;Flüelen;W. Europe Standard Time;Bodmi (Plätzquelle);Uri;;;GW_STATION_HAND|GW_STATION
Gruonbergli (untere Fassung);UR1207-Q1019;Flüelen;W. Europe Standard Time;Gruonbergli (untere Fassung);Uri;;;GW_STATION_HAND|GW_STATION
Gruonbergli (untere Fassung);UR1207-Q1020;Flüelen;W. Europe Standard Time;Gruonbergli (untere Fassung);Uri;;;GW_STATION_HAND|GW_STATION
Gruonbergli (oberes Quellgebiet);UR1207-Q1021;Flüelen;W. Europe Standard Time;Gruonbergli (oberes Quellgebiet);Uri;;;GW_STATION_HAND|GW_STATION
Gruonbergli (oberes Quellgebiet);UR1207-Q1022;Flüelen;W. Europe Standard Time;Gruonbergli (oberes Quellgebiet);Uri;;;GW_STATION_HAND|GW_STATION
Gruonbergli (oberes Quellgebiet);UR1207-Q1023;Flüelen;W. Europe Standard Time;Gruonbergli (oberes Quellgebiet);Uri;;;GW_STATION_HAND|GW_STATION
Ober Rüti;UR1207-Q1024;Flüelen;W. Europe Standard Time;Ober Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Ober Rüti (Milchhüsli);UR1207-Q1025;Flüelen;W. Europe Standard Time;Ober Rüti (Milchhüsli);Uri;;;GW_STATION_HAND|GW_STATION
Ober Rüti;UR1207-Q1026;Flüelen;W. Europe Standard Time;Ober Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Ober Rüti (nordöstlich);UR1207-Q1027;Flüelen;W. Europe Standard Time;Ober Rüti (nordöstlich);Uri;;;GW_STATION_HAND|GW_STATION
Ober Rüti (nordöstlich);UR1207-Q1028;Flüelen;W. Europe Standard Time;Ober Rüti (nordöstlich);Uri;;;GW_STATION_HAND|GW_STATION
Gruonmatt;UR1207-Q1029;Flüelen;W. Europe Standard Time;Gruonmatt;Uri;;;GW_STATION_HAND|GW_STATION
Hinter Eggen;UR1207-Q1030;Flüelen;W. Europe Standard Time;Hinter Eggen;Uri;;;GW_STATION_HAND|GW_STATION
Hinter Eggen;UR1207-Q1031;Flüelen;W. Europe Standard Time;Hinter Eggen;Uri;;;GW_STATION_HAND|GW_STATION
Ober Frimseli;UR1207-Q1032;Flüelen;W. Europe Standard Time;Ober Frimseli;Uri;;;GW_STATION_HAND|GW_STATION
Plattwald;UR1207-Q1033;Flüelen;W. Europe Standard Time;Plattwald;Uri;;;GW_STATION_HAND|GW_STATION
Unter Frimseli;UR1207-Q1034;Flüelen;W. Europe Standard Time;Unter Frimseli;Uri;;;GW_STATION_HAND|GW_STATION
Ober Axen;UR1207-Q1035;Flüelen;W. Europe Standard Time;Ober Axen;Uri;;;GW_STATION_HAND|GW_STATION
Ober Axen;UR1207-Q1036;Flüelen;W. Europe Standard Time;Ober Axen;Uri;;;GW_STATION_HAND|GW_STATION
Balzenrüti;UR1207-Q1037;Flüelen;W. Europe Standard Time;Balzenrüti;Uri;;;GW_STATION_HAND|GW_STATION
Bodmibach;UR1207-Q1038;Flüelen;W. Europe Standard Time;Bodmibach;Uri;;;GW_STATION_HAND|GW_STATION
Bodmibach;UR1207-Q1039;Flüelen;W. Europe Standard Time;Bodmibach;Uri;;;GW_STATION_HAND|GW_STATION
Fluerüti;UR1207-Q1040;Flüelen;W. Europe Standard Time;Fluerüti;Uri;;;GW_STATION_HAND|GW_STATION
Schön Chulm;UR1207-Q1041;Flüelen;W. Europe Standard Time;Schön Chulm;Uri;;;GW_STATION_HAND|GW_STATION
Schön Chulm;UR1207-Q1042;Flüelen;W. Europe Standard Time;Schön Chulm;Uri;;;GW_STATION_HAND|GW_STATION
Schön Chulm;UR1207-Q1043;Flüelen;W. Europe Standard Time;Schön Chulm;Uri;;;GW_STATION_HAND|GW_STATION
Schön Chulm (unterhalb Hagelstock);UR1207-Q1044;Flüelen;W. Europe Standard Time;Schön Chulm (unterhalb Hagelstock);Uri;;;GW_STATION_HAND|GW_STATION
Gibel;UR1207-Q1045;Flüelen;W. Europe Standard Time;Gibel;Uri;;;GW_STATION_HAND|GW_STATION
Gibel;UR1207-Q1046;Flüelen;W. Europe Standard Time;Gibel;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1207-Q1047;Flüelen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1207-Q1048;Flüelen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1207-Q1049;Flüelen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1207-Q1050;Flüelen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Gibel;UR1207-Q1051;Flüelen;W. Europe Standard Time;Gibel;Uri;;;GW_STATION_HAND|GW_STATION
Bodmi Breche;UR1207-Q1052;Flüelen;W. Europe Standard Time;Bodmi Breche;Uri;;;GW_STATION_HAND|GW_STATION
Prisch Egg;UR1207-Q1053;Flüelen;W. Europe Standard Time;Prisch Egg;Uri;;;GW_STATION_HAND|GW_STATION
Langmatt;UR1207-Q1054;Flüelen;W. Europe Standard Time;Langmatt;Uri;;;GW_STATION_HAND|GW_STATION
Gruonbergli;UR1207-Q1055;Flüelen;W. Europe Standard Time;Gruonbergli;Uri;;;GW_STATION_HAND|GW_STATION
Gruonbergli;UR1207-Q1056;Flüelen;W. Europe Standard Time;Gruonbergli;Uri;;;GW_STATION_HAND|GW_STATION
Unteres Guferli;UR1207-Q1057;Flüelen;W. Europe Standard Time;Unteres Guferli;Uri;;;GW_STATION_HAND|GW_STATION
Chalberweid;UR1207-Q1058;Flüelen;W. Europe Standard Time;Chalberweid;Uri;;;GW_STATION_HAND|GW_STATION
Chalberweid;UR1207-Q1059;Flüelen;W. Europe Standard Time;Chalberweid;Uri;;;GW_STATION_HAND|GW_STATION
Chalberweid (südlich);UR1207-Q1060;Flüelen;W. Europe Standard Time;Chalberweid (südlich);Uri;;;GW_STATION_HAND|GW_STATION
Mättlitalbach;UR1207-Q1061;Flüelen;W. Europe Standard Time;Mättlitalbach;Uri;;;GW_STATION_HAND|GW_STATION
Adermanig;UR1207-Q1062;Flüelen;W. Europe Standard Time;Adermanig;Uri;;;GW_STATION_HAND|GW_STATION
Sedel;UR1207-Q1063;Flüelen;W. Europe Standard Time;Sedel;Uri;;;GW_STATION_HAND|GW_STATION
Sedel;UR1207-Q1064;Flüelen;W. Europe Standard Time;Sedel;Uri;;;GW_STATION_HAND|GW_STATION
Sedel;UR1207-Q1065;Flüelen;W. Europe Standard Time;Sedel;Uri;;;GW_STATION_HAND|GW_STATION
Unter Bann;UR1207-Q1066;Flüelen;W. Europe Standard Time;Unter Bann;Uri;;;GW_STATION_HAND|GW_STATION
Unter Rüti;UR1207-Q1067;Flüelen;W. Europe Standard Time;Unter Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Vor dem Grüen Boden;UR1207-Q1068;Flüelen;W. Europe Standard Time;Vor dem Grüen Boden;Uri;;;GW_STATION_HAND|GW_STATION
Ober Rüti;UR1207-Q1069;Flüelen;W. Europe Standard Time;Ober Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Ober Rüti;UR1207-Q1070;Flüelen;W. Europe Standard Time;Ober Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Chalt Brunnen;UR1207-Q1071;Flüelen;W. Europe Standard Time;Chalt Brunnen;Uri;;;GW_STATION_HAND|GW_STATION
Grüen Boden (hinten);UR1207-Q1072;Flüelen;W. Europe Standard Time;Grüen Boden (hinten);Uri;;;GW_STATION_HAND|GW_STATION
Grüen Boden;UR1207-Q1073;Flüelen;W. Europe Standard Time;Grüen Boden;Uri;;;GW_STATION_HAND|GW_STATION
Hüenderegg;UR1207-Q1074;Flüelen;W. Europe Standard Time;Hüenderegg;Uri;;;GW_STATION_HAND|GW_STATION
Adermanig;UR1207-Q1075;Flüelen;W. Europe Standard Time;Adermanig;Uri;;;GW_STATION_HAND|GW_STATION
Adermanig;UR1207-Q1076;Flüelen;W. Europe Standard Time;Adermanig;Uri;;;GW_STATION_HAND|GW_STATION
Adermanig;UR1207-Q1077;Flüelen;W. Europe Standard Time;Adermanig;Uri;;;GW_STATION_HAND|GW_STATION
Adermanig;UR1207-Q1078;Flüelen;W. Europe Standard Time;Adermanig;Uri;;;GW_STATION_HAND|GW_STATION
Gitschli;UR1207-Q1079;Flüelen;W. Europe Standard Time;Gitschli;Uri;;;GW_STATION_HAND|GW_STATION
Plattli;UR1207-Q1080;Flüelen;W. Europe Standard Time;Plattli;Uri;;;GW_STATION_HAND|GW_STATION
Oberdorf;UR1207-Q1081;Flüelen;W. Europe Standard Time;Oberdorf;Uri;;;GW_STATION_HAND|GW_STATION
Grüen Boden;UR1207-Q1082;Flüelen;W. Europe Standard Time;Grüen Boden;Uri;;;GW_STATION_HAND|GW_STATION
Grüen Boden;UR1207-Q1083;Flüelen;W. Europe Standard Time;Grüen Boden;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1084;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1085;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1086;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1087;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1088;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1089;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1090;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Guferli;UR1207-Q1091;Flüelen;W. Europe Standard Time;Guferli;Uri;;;GW_STATION_HAND|GW_STATION
Guferli;UR1207-Q1092;Flüelen;W. Europe Standard Time;Guferli;Uri;;;GW_STATION_HAND|GW_STATION
Guferli;UR1207-Q1093;Flüelen;W. Europe Standard Time;Guferli;Uri;;;GW_STATION_HAND|GW_STATION
Guferli;UR1207-Q1094;Flüelen;W. Europe Standard Time;Guferli;Uri;;;GW_STATION_HAND|GW_STATION
Guferli;UR1207-Q1095;Flüelen;W. Europe Standard Time;Guferli;Uri;;;GW_STATION_HAND|GW_STATION
Guferli;UR1207-Q1096;Flüelen;W. Europe Standard Time;Guferli;Uri;;;GW_STATION_HAND|GW_STATION
Chalt Brunnen;UR1207-Q1097;Flüelen;W. Europe Standard Time;Chalt Brunnen;Uri;;;GW_STATION_HAND|GW_STATION
Chalt Brunnen;UR1207-Q1098;Flüelen;W. Europe Standard Time;Chalt Brunnen;Uri;;;GW_STATION_HAND|GW_STATION
Schön Chulm;UR1207-Q1099;Flüelen;W. Europe Standard Time;Schön Chulm;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1100;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1101;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Rossgrueben;UR1207-Q1102;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND|GW_STATION
Bodmibrunnen I Quelle 1 (Geoplan 22.8.01);UR1207-Q1103;Flüelen;W. Europe Standard Time;Bodmibrunnen I Quelle 1 (Geoplan 22.8.01);Uri;;;GW_STATION_HAND|GW_STATION
Bodmibrunnen I Quelle 2 (Geoplan 22.8.01);UR1207-Q1104;Flüelen;W. Europe Standard Time;Bodmibrunnen I Quelle 2 (Geoplan 22.8.01);Uri;;;GW_STATION_HAND|GW_STATION
Bodmibrunnen I Quelle 2.1 Lehmfassung (Geoplan 22.8.01);UR1207-Q1105;Flüelen;W. Europe Standard Time;Bodmibrunnen I Quelle 2.1 Lehmfassung (Geoplan 22.8.01);Uri;;;GW_STATION_HAND|GW_STATION
Bodmibrunnen I Quelle 2abc (Geoplan 22.8.01);UR1207-Q1106;Flüelen;W. Europe Standard Time;Bodmibrunnen I Quelle 2abc (Geoplan 22.8.01);Uri;;;GW_STATION_HAND|GW_STATION
Bodmibrunnen I Quelle 3 (Geoplan 22.8.01);UR1207-Q1107;Flüelen;W. Europe Standard Time;Bodmibrunnen I Quelle 3 (Geoplan 22.8.01);Uri;;;GW_STATION_HAND|GW_STATION
Bodmibrunnen I Quelle 4 (Geoplan 22.8.01);UR1207-Q1108;Flüelen;W. Europe Standard Time;Bodmibrunnen I Quelle 4 (Geoplan 22.8.01);Uri;;;GW_STATION_HAND|GW_STATION
Bodmiplätz gefasst (Geoplan 22.8.01);UR1207-Q1109;Flüelen;W. Europe Standard Time;Bodmiplätz gefasst (Geoplan 22.8.01);Uri;;;GW_STATION_HAND|GW_STATION
Bodmimauer (Geoplan 22.8.01);UR1207-Q1110;Flüelen;W. Europe Standard Time;Bodmimauer (Geoplan 22.8.01);Uri;;;GW_STATION_HAND|GW_STATION
Steinzug;UR1207-Q5002;Flüelen;W. Europe Standard Time;Steinzug;Uri;;;GW_STATION_HAND
Schön Chulm;UR1207-Q5003;Flüelen;W. Europe Standard Time;Schön Chulm;Uri;;;GW_STATION_HAND
Schön Chulm (unterhalb Hagelstock);UR1207-Q5004;Flüelen;W. Europe Standard Time;Schön Chulm (unterhalb Hagelstock);Uri;;;GW_STATION_HAND
Nätschegg;UR1207-Q5005;Flüelen;W. Europe Standard Time;Nätschegg;Uri;;;GW_STATION_HAND
Ober Rüti (nordöstlich);UR1207-Q5006;Flüelen;W. Europe Standard Time;Ober Rüti (nordöstlich);Uri;;;GW_STATION_HAND
Ober Rüti (nordöstlich);UR1207-Q5007;Flüelen;W. Europe Standard Time;Ober Rüti (nordöstlich);Uri;;;GW_STATION_HAND
Unterhalb Fläschsee;UR1207-Q5008;Flüelen;W. Europe Standard Time;Unterhalb Fläschsee;Uri;;;GW_STATION_HAND
Grüen Boden (hinten);UR1207-Q5009;Flüelen;W. Europe Standard Time;Grüen Boden (hinten);Uri;;;GW_STATION_HAND
Grüen Boden (hinten);UR1207-Q5010;Flüelen;W. Europe Standard Time;Grüen Boden (hinten);Uri;;;GW_STATION_HAND
Getschwili;UR1207-Q5011;Flüelen;W. Europe Standard Time;Getschwili;Uri;;;GW_STATION_HAND
Rossgrueben;UR1207-Q5012;Flüelen;W. Europe Standard Time;Rossgrueben;Uri;;;GW_STATION_HAND
Ober Rüti;UR1207-Q5013;Flüelen;W. Europe Standard Time;Ober Rüti;Uri;;;GW_STATION_HAND
Bodmiblätz;UR1207-Q5014;Flüelen;W. Europe Standard Time;Bodmiblätz;Uri;;;GW_STATION_HAND
Bodmiblätz;UR1207-Q5015;Flüelen;W. Europe Standard Time;Bodmiblätz;Uri;;;GW_STATION_HAND
Bodmiblätz;UR1207-Q5016;Flüelen;W. Europe Standard Time;Bodmiblätz;Uri;;;GW_STATION_HAND
Bodmiblätz;UR1207-Q5017;Flüelen;W. Europe Standard Time;Bodmiblätz;Uri;;;GW_STATION_HAND
Bodmiblätz;UR1207-Q5018;Flüelen;W. Europe Standard Time;Bodmiblätz;Uri;;;GW_STATION_HAND
Bodmiblätz;UR1207-Q5019;Flüelen;W. Europe Standard Time;Bodmiblätz;Uri;;;GW_STATION_HAND
Bodmiblätz;UR1207-Q5020;Flüelen;W. Europe Standard Time;Bodmiblätz;Uri;;;GW_STATION_HAND
Bodmiblätz;UR1207-Q5021;Flüelen;W. Europe Standard Time;Bodmiblätz;Uri;;;GW_STATION_HAND
Guferli;UR1207-Q5022;Flüelen;W. Europe Standard Time;Guferli;Uri;;;GW_STATION_HAND
Guferli;UR1207-Q5023;Flüelen;W. Europe Standard Time;Guferli;Uri;;;GW_STATION_HAND
Flachensteinen;UR1208-Q1001;Göschenen;W. Europe Standard Time;Flachensteinen;Uri;;;GW_STATION_HAND|GW_STATION
Voralphütte;UR1208-Q1002;Göschenen;W. Europe Standard Time;Voralphütte;Uri;;;GW_STATION_HAND|GW_STATION
Ober Wiggen;UR1208-Q1003;Göschenen;W. Europe Standard Time;Ober Wiggen;Uri;;;GW_STATION_HAND|GW_STATION
Ober Wiggen;UR1208-Q1004;Göschenen;W. Europe Standard Time;Ober Wiggen;Uri;;;GW_STATION_HAND|GW_STATION
Unter Wiggen;UR1208-Q1005;Göschenen;W. Europe Standard Time;Unter Wiggen;Uri;;;GW_STATION_HAND|GW_STATION
Horwen;UR1208-Q1006;Göschenen;W. Europe Standard Time;Horwen;Uri;;;GW_STATION_HAND|GW_STATION
Berg ob Stausee;UR1208-Q1007;Göschenen;W. Europe Standard Time;Berg ob Stausee;Uri;;;GW_STATION_HAND|GW_STATION
Sagibach;UR1208-Q1008;Göschenen;W. Europe Standard Time;Sagibach;Uri;;;GW_STATION_HAND|GW_STATION
Teiftalbach;UR1208-Q1009;Göschenen;W. Europe Standard Time;Teiftalbach;Uri;;;GW_STATION_HAND|GW_STATION
Teiftalbach;UR1208-Q1010;Göschenen;W. Europe Standard Time;Teiftalbach;Uri;;;GW_STATION_HAND|GW_STATION
Teiftalbach;UR1208-Q1011;Göschenen;W. Europe Standard Time;Teiftalbach;Uri;;;GW_STATION_HAND|GW_STATION
Bergseehütte;UR1208-Q1012;Göschenen;W. Europe Standard Time;Bergseehütte;Uri;;;GW_STATION_HAND|GW_STATION
Börtli ob Gwüest;UR1208-Q1013;Göschenen;W. Europe Standard Time;Börtli ob Gwüest;Uri;;;GW_STATION_HAND|GW_STATION
Berg Göscheneralp (ob Stausee);UR1208-Q1014;Göschenen;W. Europe Standard Time;Berg Göscheneralp (ob Stausee);Uri;;;GW_STATION_HAND|GW_STATION
Brand;UR1208-Q1016;Göschenen;W. Europe Standard Time;Brand;Uri;;;GW_STATION_HAND|GW_STATION
Weid;UR1209-Q1001;Gurtnellen;W. Europe Standard Time;Weid;Uri;;;GW_STATION_HAND|GW_STATION
Gurtnellen, Surüti;UR1209-Q1002;Gurtnellen;W. Europe Standard Time;Gurtnellen, Surüti;Uri;;;GW_STATION_HAND|GW_STATION
Hütten;UR1209-Q1003;Gurtnellen;W. Europe Standard Time;Hütten;Uri;;;GW_STATION_HAND|GW_STATION
Felliberg;UR1209-Q1004;Gurtnellen;W. Europe Standard Time;Felliberg;Uri;;;GW_STATION_HAND|GW_STATION
Felliberg;UR1209-Q1005;Gurtnellen;W. Europe Standard Time;Felliberg;Uri;;;GW_STATION_HAND|GW_STATION
Felliberg;UR1209-Q1006;Gurtnellen;W. Europe Standard Time;Felliberg;Uri;;;GW_STATION_HAND|GW_STATION
Felliberg;UR1209-Q1007;Gurtnellen;W. Europe Standard Time;Felliberg;Uri;;;GW_STATION_HAND|GW_STATION
Bristenberg;UR1209-Q1008;Gurtnellen;W. Europe Standard Time;Bristenberg;Uri;;;GW_STATION_HAND|GW_STATION
Bristenberg;UR1209-Q1009;Gurtnellen;W. Europe Standard Time;Bristenberg;Uri;;;GW_STATION_HAND|GW_STATION
Vreniberg;UR1209-Q1010;Gurtnellen;W. Europe Standard Time;Vreniberg;Uri;;;GW_STATION_HAND|GW_STATION
Hirenbiechli;UR1209-Q1011;Gurtnellen;W. Europe Standard Time;Hirenbiechli;Uri;;;GW_STATION_HAND|GW_STATION
